filename,band,candidate_time,dm,snr,fil_file,wait_time,date,obs_time,file_path
CRAB_PV_Band_2024_07_29_13_25_34_tcand_94.5715200_dm_56.9_snr_37.0.h5,PV,2024-07-29 13:27:08.571520,56.9,37.0,CRAB_PV_Band_2024_07_29_13_25_34.fil,0 days 00:00:17.591232,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_25_34.fil
CRAB_PV_Band_2024_07_29_13_25_34_tcand_139.5298560_dm_56.9_snr_40.1.h5,PV,2024-07-29 13:27:53.529856,56.9,40.0,CRAB_PV_Band_2024_07_29_13_25_34.fil,0 days 00:00:44.958336,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_25_34.fil
CRAB_PV_Band_2024_07_29_13_25_34_tcand_149.9157120_dm_56.4_snr_18.8.h5,PV,2024-07-29 13:28:03.915712,56.4,18.0,CRAB_PV_Band_2024_07_29_13_25_34.fil,0 days 00:00:10.385856,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_25_34.fil
CRAB_PV_Band_2024_07_29_13_25_34_tcand_182.3232000_dm_56.9_snr_25.2.h5,PV,2024-07-29 13:28:36.323200,56.9,25.0,CRAB_PV_Band_2024_07_29_13_25_34.fil,0 days 00:00:32.407488,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_25_34.fil
CRAB_PV_Band_2024_07_29_13_35_42_tcand_54.3171840_dm_56.9_snr_25.0.h5,PV,2024-07-29 13:36:36.317184,56.9,25.0,CRAB_PV_Band_2024_07_29_13_35_42.fil,,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_35_42.fil
CRAB_PV_Band_2024_07_29_13_35_42_tcand_446.3928960_dm_56.9_snr_18.9.h5,PV,2024-07-29 13:43:08.392896,56.9,18.0,CRAB_PV_Band_2024_07_29_13_35_42.fil,0 days 00:00:22.056384,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_35_42.fil
CRAB_PV_Band_2024_07_29_13_45_43_tcand_191.3600640_dm_56.9_snr_16.9.h5,PV,2024-07-29 13:48:54.360064,56.9,16.0,CRAB_PV_Band_2024_07_29_13_45_43.fil,0 days 00:00:02.943360,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_45_43.fil
CRAB_PV_Band_2024_07_29_13_45_43_tcand_307.3587840_dm_56.9_snr_22.4.h5,PV,2024-07-29 13:50:50.358784,56.9,22.0,CRAB_PV_Band_2024_07_29_13_45_43.fil,0 days 00:00:01.826496,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_45_43.fil
CRAB_PV_Band_2024_07_29_13_45_43_tcand_371.4307200_dm_56.9_snr_18.4.h5,PV,2024-07-29 13:51:54.430720,56.9,18.0,CRAB_PV_Band_2024_07_29_13_45_43.fil,0 days 00:00:14.952384,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_45_43.fil
CRAB_PV_Band_2024_07_29_13_45_43_tcand_431.4092160_dm_56.4_snr_16.8.h5,PV,2024-07-29 13:52:54.409216,56.4,16.0,CRAB_PV_Band_2024_07_29_13_45_43.fil,0 days 00:00:09.066432,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_13_45_43.fil
CRAB_PV_Band_2024_07_29_14_05_45_tcand_0.3671040_dm_56.9_snr_16.7.h5,PV,2024-07-29 14:05:45.367104,56.9,16.0,CRAB_PV_Band_2024_07_29_14_05_45.fil,,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_05_45.fil
CRAB_PV_Band_2024_07_29_14_05_45_tcand_98.4366720_dm_56.9_snr_24.1.h5,PV,2024-07-29 14:07:23.436672,56.9,24.0,CRAB_PV_Band_2024_07_29_14_05_45.fil,0 days 00:00:41.542464,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_05_45.fil
CRAB_PV_Band_2024_07_29_14_05_45_tcand_245.4904320_dm_56.9_snr_18.2.h5,PV,2024-07-29 14:09:50.490432,56.9,18.0,CRAB_PV_Band_2024_07_29_14_05_45.fil,0 days 00:00:49.525440,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_05_45.fil
CRAB_PV_Band_2024_07_29_14_05_45_tcand_259.6646400_dm_56.9_snr_123.5.h5,PV,2024-07-29 14:10:04.664640,56.9,123.0,CRAB_PV_Band_2024_07_29_14_05_45.fil,0 days 00:00:14.174208,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_05_45.fil
CRAB_PV_Band_2024_07_29_14_05_45_tcand_373.0248960_dm_56.9_snr_20.4.h5,PV,2024-07-29 14:11:58.024896,56.9,20.0,CRAB_PV_Band_2024_07_29_14_05_45.fil,0 days 00:00:09.438144,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_05_45.fil
CRAB_PV_Band_2024_07_29_14_05_45_tcand_376.4079360_dm_56.9_snr_36.9.h5,PV,2024-07-29 14:12:01.407936,56.9,36.0,CRAB_PV_Band_2024_07_29_14_05_45.fil,0 days 00:00:03.383040,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_05_45.fil
CRAB_PV_Band_2024_07_29_14_05_45_tcand_447.3809280_dm_56.4_snr_19.2.h5,PV,2024-07-29 14:13:12.380928,56.4,19.0,CRAB_PV_Band_2024_07_29_14_05_45.fil,0 days 00:00:05.243712,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_05_45.fil
CRAB_PV_Band_2024_07_29_14_15_46_tcand_65.4218880_dm_56.9_snr_16.7.h5,PV,2024-07-29 14:16:51.421888,56.9,16.0,CRAB_PV_Band_2024_07_29_14_15_46.fil,0 days 00:00:14.072640,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_15_46.fil
CRAB_PV_Band_2024_07_29_14_15_46_tcand_225.4995840_dm_56.9_snr_27.9.h5,PV,2024-07-29 14:19:31.499584,56.9,27.0,CRAB_PV_Band_2024_07_29_14_15_46.fil,0 days 00:00:05.174976,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_15_46.fil
CRAB_PV_Band_2024_07_29_14_15_46_tcand_256.9944960_dm_56.9_snr_18.3.h5,PV,2024-07-29 14:20:02.994496,56.9,18.0,CRAB_PV_Band_2024_07_29_14_15_46.fil,0 days 00:00:31.494912,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_15_46.fil
CRAB_PV_Band_2024_07_29_14_15_46_tcand_276.4801920_dm_56.4_snr_170.2.h5,PV,2024-07-29 14:20:22.480192,56.4,170.0,CRAB_PV_Band_2024_07_29_14_15_46.fil,0 days 00:00:11.163840,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_15_46.fil
CRAB_PV_Band_2024_07_29_14_15_46_tcand_322.5208320_dm_56.9_snr_16.6.h5,PV,2024-07-29 14:21:08.520832,56.9,16.0,CRAB_PV_Band_2024_07_29_14_15_46.fil,0 days 00:00:33.186240,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_15_46.fil
CRAB_PV_Band_2024_07_29_14_15_46_tcand_495.4872960_dm_56.9_snr_74.2.h5,PV,2024-07-29 14:24:01.487296,56.9,74.0,CRAB_PV_Band_2024_07_29_14_15_46.fil,0 days 00:00:26.893824,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_15_46.fil
CRAB_PV_Band_2024_07_29_14_15_46_tcand_507.4295040_dm_56.4_snr_17.1.h5,PV,2024-07-29 14:24:13.429504,56.4,17.0,CRAB_PV_Band_2024_07_29_14_15_46.fil,0 days 00:00:11.942208,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_15_46.fil
CRAB_PV_Band_2024_07_29_14_15_46_tcand_532.9697280_dm_56.9_snr_18.4.h5,PV,2024-07-29 14:24:38.969728,56.9,18.0,CRAB_PV_Band_2024_07_29_14_15_46.fil,0 days 00:00:14.445120,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_15_46.fil
CRAB_PV_Band_2024_07_29_14_15_46_tcand_578.7400320_dm_56.9_snr_38.4.h5,PV,2024-07-29 14:25:24.740032,56.9,38.0,CRAB_PV_Band_2024_07_29_14_15_46.fil,0 days 00:00:02.232960,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_15_46.fil
CRAB_PV_Band_2024_07_29_14_25_47_tcand_11.8732800_dm_56.9_snr_61.5.h5,PV,2024-07-29 14:25:58.873280,56.9,61.0,CRAB_PV_Band_2024_07_29_14_25_47.fil,0 days 00:00:04.973184,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_25_47.fil
CRAB_PV_Band_2024_07_29_14_25_47_tcand_56.1552000_dm_56.9_snr_17.9.h5,PV,2024-07-29 14:26:43.155200,56.9,17.0,CRAB_PV_Band_2024_07_29_14_25_47.fil,0 days 00:00:11.738688,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_25_47.fil
CRAB_PV_Band_2024_07_29_14_25_47_tcand_101.3846400_dm_56.4_snr_16.9.h5,PV,2024-07-29 14:27:28.384640,56.4,16.0,CRAB_PV_Band_2024_07_29_14_25_47.fil,0 days 00:00:04.059840,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_25_47.fil
CRAB_PV_Band_2024_07_29_14_25_47_tcand_153.2776320_dm_56.9_snr_33.2.h5,PV,2024-07-29 14:28:20.277632,56.9,33.0,CRAB_PV_Band_2024_07_29_14_25_47.fil,0 days 00:00:45.939648,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_25_47.fil
CRAB_PV_Band_2024_07_29_14_25_47_tcand_210.9555840_dm_56.9_snr_19.5.h5,PV,2024-07-29 14:29:17.955584,56.9,19.0,CRAB_PV_Band_2024_07_29_14_25_47.fil,0 days 00:00:39.478080,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_14_25_47.fil
CRAB_PV_Band_2024_07_29_15_08_59_tcand_0.2346240_dm_56.9_snr_21.4.h5,PV,2024-07-29 15:08:59.234624,56.9,21.0,CRAB_PV_Band_2024_07_29_15_08_59.fil,,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_08_59.fil
CRAB_PV_Band_2024_07_29_15_08_59_tcand_155.8471680_dm_56.9_snr_30.7.h5,PV,2024-07-29 15:11:34.847168,56.9,30.0,CRAB_PV_Band_2024_07_29_15_08_59.fil,0 days 00:00:06.968256,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_08_59.fil
CRAB_PV_Band_2024_07_29_15_08_59_tcand_226.9889280_dm_56.9_snr_46.8.h5,PV,2024-07-29 15:12:45.988928,56.9,46.0,CRAB_PV_Band_2024_07_29_15_08_59.fil,0 days 00:00:32.881536,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_08_59.fil
CRAB_PV_Band_2024_07_29_15_08_59_tcand_266.5687680_dm_56.9_snr_24.3.h5,PV,2024-07-29 15:13:25.568768,56.9,24.0,CRAB_PV_Band_2024_07_29_15_08_59.fil,0 days 00:00:02.435904,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_08_59.fil
CRAB_PV_Band_2024_07_29_15_08_59_tcand_336.1885440_dm_56.9_snr_21.2.h5,PV,2024-07-29 15:14:35.188544,56.9,21.0,CRAB_PV_Band_2024_07_29_15_08_59.fil,0 days 00:00:34.234944,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_08_59.fil
CRAB_PV_Band_2024_07_29_15_19_07_tcand_373.0300800_dm_56.9_snr_20.8.h5,PV,2024-07-29 15:25:20.030080,56.9,20.0,CRAB_PV_Band_2024_07_29_15_19_07.fil,0 days 00:01:33.705408,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_19_07.fil
CRAB_PV_Band_2024_07_29_15_19_07_tcand_432.6364800_dm_56.9_snr_148.2.h5,PV,2024-07-29 15:26:19.636480,56.9,148.0,CRAB_PV_Band_2024_07_29_15_19_07.fil,0 days 00:00:05.953728,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_19_07.fil
CRAB_PV_Band_2024_07_29_15_19_07_tcand_478.8804480_dm_56.9_snr_49.1.h5,PV,2024-07-29 15:27:05.880448,56.9,49.0,CRAB_PV_Band_2024_07_29_15_19_07.fil,0 days 00:00:28.449984,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_19_07.fil
CRAB_PV_Band_2024_07_29_15_19_07_tcand_488.7922560_dm_56.9_snr_36.9.h5,PV,2024-07-29 15:27:15.792256,56.9,36.0,CRAB_PV_Band_2024_07_29_15_19_07.fil,0 days 00:00:09.911808,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_19_07.fil
CRAB_PV_Band_2024_07_29_15_29_08_tcand_136.0279680_dm_56.9_snr_16.7.h5,PV,2024-07-29 15:31:24.027968,56.9,16.0,CRAB_PV_Band_2024_07_29_15_29_08.fil,0 days 00:00:05.141952,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_29_08.fil
CRAB_PV_Band_2024_07_29_15_29_08_tcand_173.8145280_dm_56.9_snr_23.9.h5,PV,2024-07-29 15:32:01.814528,56.9,23.0,CRAB_PV_Band_2024_07_29_15_29_08.fil,0 days 00:00:26.859648,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_29_08.fil
CRAB_PV_Band_2024_07_29_15_29_08_tcand_304.2247680_dm_56.9_snr_24.1.h5,PV,2024-07-29 15:34:12.224768,56.9,24.0,CRAB_PV_Band_2024_07_29_15_29_08.fil,0 days 00:00:04.316544,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_29_08.fil
CRAB_PV_Band_2024_07_29_15_29_08_tcand_334.3123200_dm_56.9_snr_20.3.h5,PV,2024-07-29 15:34:42.312320,56.9,20.0,CRAB_PV_Band_2024_07_29_15_29_08.fil,0 days 00:00:14.999232,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_29_08.fil
CRAB_PV_Band_2024_07_29_15_29_08_tcand_463.5922560_dm_56.9_snr_17.7.h5,PV,2024-07-29 15:36:51.592256,56.9,17.0,CRAB_PV_Band_2024_07_29_15_29_08.fil,0 days 00:00:35.777280,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_29_08.fil
CRAB_PV_Band_2024_07_29_15_57_24_tcand_97.9119360_dm_56.9_snr_28.0.h5,PV,2024-07-29 15:59:01.911936,56.9,28.0,CRAB_PV_Band_2024_07_29_15_57_24.fil,0 days 00:00:08.660544,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_57_24.fil
CRAB_PV_Band_2024_07_29_15_57_24_tcand_270.9121920_dm_56.9_snr_36.4.h5,PV,2024-07-29 16:01:54.912192,56.9,36.0,CRAB_PV_Band_2024_07_29_15_57_24.fil,0 days 00:02:22.452096,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_57_24.fil
CRAB_PV_Band_2024_07_29_15_57_24_tcand_282.0080640_dm_56.9_snr_25.5.h5,PV,2024-07-29 16:02:06.008064,56.9,25.0,CRAB_PV_Band_2024_07_29_15_57_24.fil,0 days 00:00:05.310912,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_57_24.fil
CRAB_PV_Band_2024_07_29_15_57_24_tcand_425.4084480_dm_56.9_snr_54.6.h5,PV,2024-07-29 16:04:29.408448,56.9,54.0,CRAB_PV_Band_2024_07_29_15_57_24.fil,0 days 00:00:59.538816,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_57_24.fil
CRAB_PV_Band_2024_07_29_15_57_24_tcand_534.3031680_dm_56.9_snr_113.0.h5,PV,2024-07-29 16:06:18.303168,56.9,113.0,CRAB_PV_Band_2024_07_29_15_57_24.fil,0 days 00:00:04.026240,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_15_57_24.fil
CRAB_PV_Band_2024_07_29_16_07_32_tcand_397.8403200_dm_56.9_snr_19.1.h5,PV,2024-07-29 16:14:09.840320,56.9,19.0,CRAB_PV_Band_2024_07_29_16_07_32.fil,0 days 00:00:12.179136,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_16_07_32.fil
CRAB_PV_Band_2024_07_29_16_17_33_tcand_229.5442560_dm_56.9_snr_53.7.h5,PV,2024-07-29 16:21:22.544256,56.9,53.0,CRAB_PV_Band_2024_07_29_16_17_33.fil,0 days 00:00:01.894272,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_16_17_33.fil
CRAB_PV_Band_2024_07_29_16_17_33_tcand_449.7834240_dm_56.9_snr_17.9.h5,PV,2024-07-29 16:25:02.783424,56.9,17.0,CRAB_PV_Band_2024_07_29_16_17_33.fil,0 days 00:00:39.593472,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_16_17_33.fil
CRAB_PV_Band_2024_07_29_16_17_33_tcand_517.3735680_dm_56.9_snr_16.1.h5,PV,2024-07-29 16:26:10.373568,56.9,16.0,CRAB_PV_Band_2024_07_29_16_17_33.fil,0 days 00:01:04.423680,2024-07-29,600.0,./2024-07-29/PV_Band/CRAB_PV_Band_2024_07_29_16_17_33.fil
CRAB_PV_Band_2024_07_30_13_35_07_tcand_11.3892480_dm_56.9_snr_30.0.h5,PV,2024-07-30 13:35:18.389248,56.9,30.0,CRAB_PV_Band_2024_07_30_13_35_07.fil,0 days 00:00:04.059456,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_35_07.fil
CRAB_PV_Band_2024_07_30_13_35_07_tcand_124.3098240_dm_56.9_snr_17.6.h5,PV,2024-07-30 13:37:11.309824,56.9,17.0,CRAB_PV_Band_2024_07_30_13_35_07.fil,0 days 00:00:11.434368,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_35_07.fil
CRAB_PV_Band_2024_07_30_13_35_07_tcand_219.2668800_dm_56.9_snr_28.8.h5,PV,2024-07-30 13:38:46.266880,56.9,28.0,CRAB_PV_Band_2024_07_30_13_35_07.fil,0 days 00:00:07.340736,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_35_07.fil
CRAB_PV_Band_2024_07_30_13_35_07_tcand_228.1299840_dm_56.9_snr_47.5.h5,PV,2024-07-30 13:38:55.129984,56.9,47.0,CRAB_PV_Band_2024_07_30_13_35_07.fil,0 days 00:00:08.863104,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_35_07.fil
CRAB_PV_Band_2024_07_30_13_35_07_tcand_308.9472000_dm_56.9_snr_18.5.h5,PV,2024-07-30 13:40:15.947200,56.9,18.0,CRAB_PV_Band_2024_07_30_13_35_07.fil,0 days 00:00:24.559488,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_35_07.fil
CRAB_PV_Band_2024_07_30_13_35_07_tcand_481.0343040_dm_56.9_snr_18.4.h5,PV,2024-07-30 13:43:08.034304,56.9,18.0,CRAB_PV_Band_2024_07_30_13_35_07.fil,0 days 00:00:04.126656,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_35_07.fil
CRAB_PV_Band_2024_07_30_13_35_07_tcand_542.6025600_dm_56.9_snr_56.3.h5,PV,2024-07-30 13:44:09.602560,56.9,56.0,CRAB_PV_Band_2024_07_30_13_35_07.fil,0 days 00:00:05.242752,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_35_07.fil
CRAB_PV_Band_2024_07_30_13_45_15_tcand_171.4828800_dm_56.9_snr_18.6.h5,PV,2024-07-30 13:48:06.482880,56.9,18.0,CRAB_PV_Band_2024_07_30_13_45_15.fil,0 days 00:00:34.553088,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_45_15.fil
CRAB_PV_Band_2024_07_30_13_45_15_tcand_183.9517440_dm_56.9_snr_37.5.h5,PV,2024-07-30 13:48:18.951744,56.9,37.0,CRAB_PV_Band_2024_07_30_13_45_15.fil,0 days 00:00:09.471936,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_45_15.fil
CRAB_PV_Band_2024_07_30_13_45_15_tcand_232.3269120_dm_56.9_snr_17.0.h5,PV,2024-07-30 13:49:07.326912,56.9,17.0,CRAB_PV_Band_2024_07_30_13_45_15.fil,0 days 00:00:42.387264,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_45_15.fil
CRAB_PV_Band_2024_07_30_13_45_15_tcand_282.1908480_dm_56.9_snr_23.5.h5,PV,2024-07-30 13:49:57.190848,56.9,23.0,CRAB_PV_Band_2024_07_30_13_45_15.fil,0 days 00:00:49.863936,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_45_15.fil
CRAB_PV_Band_2024_07_30_13_45_15_tcand_304.1116800_dm_56.9_snr_60.8.h5,PV,2024-07-30 13:50:19.111680,56.9,60.0,CRAB_PV_Band_2024_07_30_13_45_15.fil,0 days 00:00:21.920832,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_45_15.fil
CRAB_PV_Band_2024_07_30_13_45_15_tcand_353.5015680_dm_56.9_snr_22.9.h5,PV,2024-07-30 13:51:08.501568,56.9,22.0,CRAB_PV_Band_2024_07_30_13_45_15.fil,0 days 00:00:04.127232,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_45_15.fil
CRAB_PV_Band_2024_07_30_13_45_15_tcand_407.4923520_dm_56.9_snr_16.8.h5,PV,2024-07-30 13:52:02.492352,56.9,16.0,CRAB_PV_Band_2024_07_30_13_45_15.fil,0 days 00:00:03.179712,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_45_15.fil
CRAB_PV_Band_2024_07_30_13_45_15_tcand_578.2940160_dm_56.9_snr_33.2.h5,PV,2024-07-30 13:54:53.294016,56.9,33.0,CRAB_PV_Band_2024_07_30_13_45_15.fil,0 days 00:00:43.963968,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_45_15.fil
CRAB_PV_Band_2024_07_30_13_55_16_tcand_228.2021760_dm_56.9_snr_38.6.h5,PV,2024-07-30 13:59:04.202176,56.9,38.0,CRAB_PV_Band_2024_07_30_13_55_16.fil,0 days 00:00:07.848384,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_55_16.fil
CRAB_PV_Band_2024_07_30_13_55_16_tcand_293.3562240_dm_56.9_snr_16.6.h5,PV,2024-07-30 14:00:09.356224,56.9,16.0,CRAB_PV_Band_2024_07_30_13_55_16.fil,0 days 00:00:07.002624,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_55_16.fil
CRAB_PV_Band_2024_07_30_13_55_16_tcand_378.6391680_dm_56.4_snr_30.1.h5,PV,2024-07-30 14:01:34.639168,56.4,30.0,CRAB_PV_Band_2024_07_30_13_55_16.fil,0 days 00:00:16.542912,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_55_16.fil
CRAB_PV_Band_2024_07_30_13_55_16_tcand_464.9694720_dm_56.9_snr_25.6.h5,PV,2024-07-30 14:03:00.969472,56.9,25.0,CRAB_PV_Band_2024_07_30_13_55_16.fil,0 days 00:00:10.013760,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_13_55_16.fil
CRAB_PV_Band_2024_07_30_14_05_17_tcand_1.1116800_dm_56.9_snr_22.2.h5,PV,2024-07-30 14:05:18.111680,56.9,22.0,CRAB_PV_Band_2024_07_30_14_05_17.fil,,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_14_05_17.fil
CRAB_PV_Band_2024_07_30_14_05_17_tcand_17.8907520_dm_56.9_snr_23.8.h5,PV,2024-07-30 14:05:34.890752,56.9,23.0,CRAB_PV_Band_2024_07_30_14_05_17.fil,0 days 00:00:15.865920,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_14_05_17.fil
CRAB_PV_Band_2024_07_30_14_05_17_tcand_124.5527040_dm_56.9_snr_17.0.h5,PV,2024-07-30 14:07:21.552704,56.9,17.0,CRAB_PV_Band_2024_07_30_14_05_17.fil,0 days 00:00:02.706240,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_14_05_17.fil
CRAB_PV_Band_2024_07_30_14_05_17_tcand_177.4272000_dm_56.9_snr_17.4.h5,PV,2024-07-30 14:08:14.427200,56.9,17.0,CRAB_PV_Band_2024_07_30_14_05_17.fil,0 days 00:00:09.877824,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_14_05_17.fil
CRAB_PV_Band_2024_07_30_14_05_17_tcand_258.0752640_dm_56.9_snr_122.7.h5,PV,2024-07-30 14:09:35.075264,56.9,122.0,CRAB_PV_Band_2024_07_30_14_05_17.fil,0 days 00:00:12.144384,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_14_05_17.fil
CRAB_PV_Band_2024_07_30_14_05_17_tcand_262.4388480_dm_56.9_snr_20.4.h5,PV,2024-07-30 14:09:39.438848,56.9,20.0,CRAB_PV_Band_2024_07_30_14_05_17.fil,0 days 00:00:01.895040,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_14_05_17.fil
CRAB_PV_Band_2024_07_30_14_05_17_tcand_278.2713600_dm_56.4_snr_20.9.h5,PV,2024-07-30 14:09:55.271360,56.4,20.0,CRAB_PV_Band_2024_07_30_14_05_17.fil,0 days 00:00:15.832512,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_14_05_17.fil
CRAB_PV_Band_2024_07_30_14_05_17_tcand_368.9996160_dm_56.9_snr_19.2.h5,PV,2024-07-30 14:11:25.999616,56.9,19.0,CRAB_PV_Band_2024_07_30_14_05_17.fil,0 days 00:00:00.270528,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_14_05_17.fil
CRAB_PV_Band_2024_07_30_14_05_17_tcand_372.9580800_dm_56.4_snr_37.6.h5,PV,2024-07-30 14:11:29.958080,56.4,37.0,CRAB_PV_Band_2024_07_30_14_05_17.fil,0 days 00:00:03.958464,2024-07-30,600.0,./2024-07-30/PV_Band/CRAB_PV_Band_2024_07_30_14_05_17.fil
