filename ch1 nchan
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_12_05_19.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L2_Band_2024_03_22_14_37_54.fil 1400.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L2_Band_2024_03_22_11_45_19.fil 1400.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_10_45_11.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_11_25_15.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PH_Band_2024_03_22_12_55_24.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_12_45_23.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_13_46_18.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PH_Band_2024_03_22_12_15_20.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L1_Band_2024_03_22_12_25_23.fil 1300.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L2_Band_2024_03_22_13_14_32.fil 1400.0 320
